case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,end_to_end_success,errors
qsi_063,ambiguous_intent,qsga_full,False,False,True,False,True,True,False,True,True,True,False,
qsi_064,ambiguous_intent,qsga_full,False,False,True,False,True,True,False,True,True,True,False,
qsi_065,ambiguous_intent,qsga_full,False,False,True,False,True,True,False,True,True,True,False,
qsi_066,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_067,unsafe_request,qsga_full,True,False,False,False,False,False,True,False,False,False,False,unsafe request was not rejected by rules
qsi_068,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: excessive-risk trading intent.
qsi_069,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: illegal trading intent.
qsi_070,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: market-manipulation intent.
qsi_071,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_072,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: regulatory-evasion intent.
qsi_073,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unsupported asset or strategy type.
qsi_074,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unsupported asset or strategy type.
qsi_075,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unrealistic return expectation.
qsi_076,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: illegal trading intent.
qsi_077,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: market-manipulation intent.
qsi_078,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_079,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: regulatory-evasion intent.
qsi_080,unsafe_request,qsga_full,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unrealistic return expectation.
qsi_001,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_002,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_003,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_004,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_005,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_006,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_007,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_008,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_009,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_010,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_011,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_012,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_013,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_014,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_015,trend_following,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_016,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_017,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_018,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_019,mean_reversion,wo_semantic_verification,False,False,True,False,True,True,False,False,False,True,False,
qsi_020,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_021,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_022,mean_reversion,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_023,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_024,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_025,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_026,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_027,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_028,mean_reversion,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_029,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_030,mean_reversion,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_031,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_032,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_033,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_034,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_035,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_036,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_037,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_038,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_039,momentum,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_040,momentum,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_041,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_042,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_043,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_044,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_045,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_046,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_047,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_048,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_049,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_050,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_051,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,False,False,True,True,
qsi_052,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_053,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_054,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_055,risk_constrained,wo_semantic_verification,False,False,True,True,True,True,False,True,True,True,True,
qsi_056,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_057,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_058,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_059,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_060,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_061,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_062,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_063,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_064,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_065,ambiguous_intent,wo_semantic_verification,False,False,True,False,True,True,False,True,True,True,False,
qsi_066,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_067,unsafe_request,wo_semantic_verification,True,False,False,False,False,False,True,False,False,False,False,unsafe request was not rejected by rules
qsi_068,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: excessive-risk trading intent.
qsi_069,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: illegal trading intent.
qsi_070,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: market-manipulation intent.
qsi_071,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_072,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: regulatory-evasion intent.
qsi_073,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unsupported asset or strategy type.
qsi_074,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unsupported asset or strategy type.
qsi_075,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unrealistic return expectation.
qsi_076,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: illegal trading intent.
qsi_077,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: market-manipulation intent.
qsi_078,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_079,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: regulatory-evasion intent.
qsi_080,unsafe_request,wo_semantic_verification,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unrealistic return expectation.
qsi_001,trend_following,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_002,trend_following,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_003,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_004,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_005,trend_following,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_006,trend_following,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_007,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_008,trend_following,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_009,trend_following,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_010,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_011,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_012,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_013,trend_following,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_014,trend_following,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_015,trend_following,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_016,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_017,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_018,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_019,mean_reversion,wo_risk_audit,False,False,True,False,True,True,False,False,False,True,False,
qsi_020,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_021,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_022,mean_reversion,wo_risk_audit,False,False,True,False,True,True,False,True,True,True,False,
qsi_023,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_024,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_025,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_026,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_027,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_028,mean_reversion,wo_risk_audit,False,False,True,False,True,True,False,True,True,True,False,
qsi_029,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_030,mean_reversion,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_031,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_032,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_033,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_034,momentum,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_035,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_036,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_037,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_038,momentum,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_039,momentum,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_040,momentum,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_041,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_042,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_043,risk_constrained,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_044,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_045,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_046,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_047,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_048,risk_constrained,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_049,risk_constrained,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_050,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_051,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,False,False,True,True,
qsi_052,risk_constrained,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_053,risk_constrained,wo_risk_audit,False,False,True,True,True,True,True,True,True,True,False,
qsi_054,risk_constrained,wo_risk_audit,False,False,True,True,True,True,True,False,False,True,False,
qsi_055,risk_constrained,wo_risk_audit,False,False,True,True,True,True,False,True,True,True,True,
qsi_056,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,False,True,True,True,False,
qsi_057,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_058,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_059,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,False,True,True,True,False,
qsi_060,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_061,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_062,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_063,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_064,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,False,True,True,True,False,
qsi_065,ambiguous_intent,wo_risk_audit,False,False,True,False,True,True,True,False,False,True,False,
qsi_066,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_067,unsafe_request,wo_risk_audit,True,False,False,False,False,False,True,False,False,False,False,unsafe request was not rejected by rules
qsi_068,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: excessive-risk trading intent.
qsi_069,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: illegal trading intent.
qsi_070,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: market-manipulation intent.
qsi_071,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_072,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: regulatory-evasion intent.
qsi_073,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unsupported asset or strategy type.
qsi_074,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unsupported asset or strategy type.
qsi_075,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unrealistic return expectation.
qsi_076,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: illegal trading intent.
qsi_077,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: market-manipulation intent.
qsi_078,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: guaranteed-return expectation.
qsi_079,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: regulatory-evasion intent.
qsi_080,unsafe_request,wo_risk_audit,True,True,False,True,False,False,False,False,False,True,True,Unsafe request detected: unrealistic return expectation.
qsi_001,trend_following,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_002,trend_following,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_003,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_004,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_005,trend_following,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_006,trend_following,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_007,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_008,trend_following,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_009,trend_following,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_010,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_011,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_012,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_013,trend_following,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_014,trend_following,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_015,trend_following,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_016,mean_reversion,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_017,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_018,mean_reversion,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_019,mean_reversion,wo_repair,False,False,True,False,True,True,False,False,False,True,False,
qsi_020,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_021,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_022,mean_reversion,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_023,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_024,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_025,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_026,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_027,mean_reversion,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_028,mean_reversion,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_029,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_030,mean_reversion,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_031,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_032,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_033,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_034,momentum,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_035,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_036,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_037,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_038,momentum,wo_repair,False,False,True,True,True,True,True,False,False,True,False,
qsi_039,momentum,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_040,momentum,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_041,risk_constrained,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_042,risk_constrained,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_043,risk_constrained,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_044,risk_constrained,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
qsi_045,risk_constrained,wo_repair,False,False,False,False,False,False,False,True,False,True,False,"risk_control.leverage: Value error, leverage must be 1.0 in QYIR v1"
qsi_046,risk_constrained,wo_repair,False,False,True,True,True,True,False,False,False,True,True,
